Item #,Data Order,Data Element,Form Version,Packet,Form ID,UDS Question,Data Type,Data Length,Column 1,Column 2,RANGE1,RANGE2,MISS1,MISS2,MISS3,MISS4,MISS5,MISS6,VAL1,VAL2,VAL3,VAL4,VAL5,VAL6,VAL7,VAL8,VAL9,VAL10,VAL11,VAL12,VAL1D,VAL2D,VAL3D,VAL4D,VAL5D,VAL6D,VAL7D,VAL8D,VAL9D,VAL10D,VAL11D,VAL12D,BLANKS1,BLANKS2,BLANKS3,BLANKS4,BLANKS5,SKIPS1,SKIPS2
6ao5,133,SIB15PDX,3,F,A3,Sibling 15 - Primary diagnosis,Num,3,830,832,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6ao4 SIB15NEU = 8 (N/A),Blank if Question 6ao4 SIB15NEU = 9 (Unknown),,,
6ao6,134,SIB15MOE,3,F,A3,Sibling 15 - Method of evaluation,Num,1,834,834,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6ao4 SIB15NEU = 8 (N/A),Blank if Question 6ao4 SIB15NEU = 9 (Unknown),,,
6ao7,135,SIB15AGO,3,F,A3,Sibling 15 - Age of onset,Num,3,836,838,15,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6ao4 SIB15NEU = 8 (N/A),Blank if Question 6ao4 SIB15NEU = 9 (Unknown),,,
6ap1,136,SIB16MOB,3,F,A3,Sibling 16 - Birth month,Num,2,840,841,1,12,99,.,.,.,.,.,99,99,.,.,.,.,.,.,.,.,.,.,Unknown,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6ap2,137,SIB16YOB,3,F,A3,Sibling 16 - Birth year,Num,4,843,846,1875,2014,9999,.,.,.,.,.,99,9999,.,.,.,.,.,.,.,.,.,.,Unknown,Year Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6ap3,138,SIB16AGD,3,F,A3,Sibling 16 - Age at death,Num,3,848,850,15,110,888,999,.,.,.,.,.,888,999,.,.,.,.,.,.,.,.,.,,N/A,Unknown,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6ap4,139,SIB16NEU,3,F,A3,Sibling 16 - Neurological problem,Num,1,852,852,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,"If Question 6ap4 SIB16NEU = 8 (N/A), then skip the remaining questions in the row","If Question 6ap4 SIB16NEU = 9 (Unknown), then skip the remaining questions in the row"
6ap5,140,SIB16PDX,3,F,A3,Sibling 16 - Primary diagnosis,Num,3,854,856,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6ap4 SIB16NEU = 8 (N/A),Blank if Question 6ap4 SIB16NEU = 9 (Unknown),,,
6ap6,141,SIB16MOE,3,F,A3,Sibling 16 - Method of evaluation,Num,1,858,858,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6ap4 SIB16NEU = 8 (N/A),Blank if Question 6ap4 SIB16NEU = 9 (Unknown),,,
6ap7,142,SIB16AGO,3,F,A3,Sibling 16 - Age of onset,Num,3,860,862,15,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6ap4 SIB16NEU = 8 (N/A),Blank if Question 6ap4 SIB16NEU = 9 (Unknown),,,
6aq1,143,SIB17MOB,3,F,A3,Sibling 17 - Birth month,Num,2,864,865,1,12,99,.,.,.,.,.,99,99,.,.,.,.,.,.,.,.,.,.,Unknown,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6aq2,144,SIB17YOB,3,F,A3,Sibling 17 - Birth year,Num,4,867,870,1875,2014,9999,.,.,.,.,.,99,9999,.,.,.,.,.,.,.,.,.,.,Unknown,Year Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6aq3,145,SIB17AGD,3,F,A3,Sibling 17 - Age at death,Num,3,872,874,15,110,888,999,.,.,.,.,.,888,999,.,.,.,.,.,.,.,.,.,,N/A,Unknown,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6aq4,146,SIB17NEU,3,F,A3,Sibling 17 - Neurological problem,Num,1,876,876,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,"If Question 6aq4 SIB17NEU = 8 (N/A), then skip the remaining questions in the row","If Question 6aq4 SIB17NEU = 9 (Unknown), then skip the remaining questions in the row"
6aq5,147,SIB17PDX,3,F,A3,Sibling 17 - Primary diagnosis,Num,3,878,880,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6aq4 SIB17NEU = 8 (N/A),Blank if Question 6aq4 SIB17NEU = 9 (Unknown),,,
6aq6,148,SIB17MOE,3,F,A3,Sibling 17 - Method of evaluation,Num,1,882,882,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6aq4 SIB17NEU = 8 (N/A),Blank if Question 6aq4 SIB17NEU = 9 (Unknown),,,
6aq7,149,SIB17AGO,3,F,A3,Sibling 17 - Age of onset,Num,3,884,886,15,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6aq4 SIB17NEU = 8 (N/A),Blank if Question 6aq4 SIB17NEU = 9 (Unknown),,,
6ar1,150,SIB18MOB,3,F,A3,Sibling 18 - Birth month,Num,2,888,889,1,12,99,.,.,.,.,.,99,99,.,.,.,.,.,.,.,.,.,.,Unknown,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6ar2,151,SIB18YOB,3,F,A3,Sibling 18 - Birth year,Num,4,891,894,1875,2014,9999,.,.,.,.,.,99,9999,.,.,.,.,.,.,.,.,.,.,Unknown,Year Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6ar3,152,SIB18AGD,3,F,A3,Sibling 18 - Age at death,Num,3,896,898,15,110,888,999,.,.,.,.,.,888,999,.,.,.,.,.,.,.,.,.,,N/A,Unknown,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6ar4,153,SIB18NEU,3,F,A3,Sibling 18 - Neurological problem,Num,1,900,900,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,"If Question 6ar4 SIB18NEU = 8 (N/A), then skip the remaining questions in the row","If Question 6ar4 SIB18NEU = 9 (Unknown), then skip the remaining questions in the row"
6ar5,154,SIB18PDX,3,F,A3,Sibling 18 - Primary diagnosis,Num,3,902,904,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6ar4 SIB18NEU = 8 (N/A),Blank if Question 6ar4 SIB18NEU = 9 (Unknown),,,
6ar6,155,SIB18MOE,3,F,A3,Sibling 18 - Method of evaluation,Num,1,906,906,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6ar4 SIB18NEU = 8 (N/A),Blank if Question 6ar4 SIB18NEU = 9 (Unknown),,,
6ar7,156,SIB18AGO,3,F,A3,Sibling 18 - Age of onset,Num,3,908,910,15,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6ar4 SIB18NEU = 8 (N/A),Blank if Question 6ar4 SIB18NEU = 9 (Unknown),,,
6as1,157,SIB19MOB,3,F,A3,Sibling 19 - Birth month,Num,2,912,913,1,12,99,.,.,.,.,.,99,99,.,.,.,.,.,.,.,.,.,.,Unknown,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6as2,158,SIB19YOB,3,F,A3,Sibling 19 - Birth year,Num,4,915,918,1875,2014,9999,.,.,.,.,.,99,9999,.,.,.,.,.,.,.,.,.,.,Unknown,Year Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6as3,159,SIB19AGD,3,F,A3,Sibling 19 - Age at death,Num,3,920,922,15,110,888,999,.,.,.,.,.,888,999,.,.,.,.,.,.,.,.,.,,N/A,Unknown,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6as4,160,SIB19NEU,3,F,A3,Sibling 19 - Neurological problem,Num,1,924,924,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,"If Question 6as4 SIB19NEU = 8 (N/A), then skip the remaining questions in the row","If Question 6as4 SIB19NEU = 9 (Unknown), then skip the remaining questions in the row"
6as5,161,SIB19PDX,3,F,A3,Sibling 19 - Primary diagnosis,Num,3,926,928,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6as4 SIB19NEU = 8 (N/A),Blank if Question 6as4 SIB19NEU = 9 (Unknown),,,
6as6,162,SIB19MOE,3,F,A3,Sibling 19 - Method of evaluation,Num,1,930,930,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6as4 SIB19NEU = 8 (N/A),Blank if Question 6as4 SIB19NEU = 9 (Unknown),,,
6as7,163,SIB19AGO,3,F,A3,Sibling 19 - Age of onset,Num,3,932,934,15,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6as4 SIB19NEU = 8 (N/A),Blank if Question 6as4 SIB19NEU = 9 (Unknown),,,
6at1,164,SIB20MOB,3,F,A3,Sibling 20 - Birth month,Num,2,936,937,1,12,99,.,.,.,.,.,99,99,.,.,.,.,.,.,.,.,.,.,Unknown,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6at2,165,SIB20YOB,3,F,A3,Sibling 20 - Birth year,Num,4,939,942,1875,2014,9999,.,.,.,.,.,99,9999,.,.,.,.,.,.,.,.,.,.,Unknown,Year Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6at3,166,SIB20AGD,3,F,A3,Sibling 20 - Age at death,Num,3,944,946,15,110,888,999,.,.,.,.,.,888,999,.,.,.,.,.,.,.,.,.,,N/A,Unknown,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,,
6at4,167,SIB20NEU,3,F,A3,Sibling 20 - Neurological problem,Num,1,948,948,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),,,,"If Question 6at4 SIB20NEU = 8 (N/A), then skip the remaining questions in the row","If Question 6at4 SIB20NEU = 9 (Unknown), then skip the remaining questions in the row"
6at5,168,SIB20PDX,3,F,A3,Sibling 20 - Primary diagnosis,Num,3,950,952,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6at4 SIB20NEU = 8 (N/A),Blank if Question 6at4 SIB20NEU = 9 (Unknown),,,
6at6,169,SIB20MOE,3,F,A3,Sibling 20 - Method of evaluation,Num,1,954,954,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6at4 SIB20NEU = 8 (N/A),Blank if Question 6at4 SIB20NEU = 9 (Unknown),,,
6at7,170,SIB20AGO,3,F,A3,Sibling 20 - Age of onset,Num,3,956,958,15,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 6 SIBS = 0 (No),Blank if Question 6a NWINFSIB = 0 (No),Blank if Question 6at4 SIB20NEU = 8 (N/A),Blank if Question 6at4 SIB20NEU = 9 (Unknown),,,
7,171,KIDS,3,F,A3,Number of biological children?,Num,2,960,961,0,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,"If Question 7 KIDS = 0, then end form here",
7a,172,NWINFKID,3,F,A3,New information on biological children?,Num,1,963,963,0,1,.,.,.,.,.,.,0,1,.,.,.,.,.,.,.,.,.,.,No,Yes,,,,,,,,,,,,,,,,"If Question 7a NWINFKID = 0 (No), then end form here",
7aa1,173,KID1MOB,3,F,A3,Child 1 - Birth month,Num,2,965,966,1,12,99,.,.,.,.,.,99,99,.,.,.,.,.,.,.,.,.,.,Unknown,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
7aa2,174,KID1YOB,3,F,A3,Child 1 - Birth year,Num,4,968,971,1875,2014,9999,.,.,.,.,.,99,9999,.,.,.,.,.,.,.,.,.,.,Unknown,Year Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
7aa3,175,KID1AGD,3,F,A3,Child 1 - Age at death,Num,3,971,975,15,110,888,999,.,.,.,.,.,888,999,.,.,.,.,.,.,.,.,.,,N/A,Unknown,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
7aa4,176,KID1NEU,3,F,A3,Child 1 - Neurological problem,Num,1,977,977,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,"If Question 7aa4 KID1NEU = 8 (N/A), then skip the remaining questions in the row","If Question 7aa4 KID1NEU = 9 (Unknown), then skip the remaining questions in the row"
7aa5,177,KID1PDX,3,F,A3,Child 1 - Primary diagnosis,Num,3,979,981,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7aa4 KID1NEU = 8 (N/A),Blank if Question 7aa4 KID1NEU = 9 (Unknown),,,
7aa6,178,KID1MOE,3,F,A3,Child 1 - Method of evaluation,Num,1,983,983,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7aa4 KID1NEU = 8 (N/A),Blank if Question 7aa4 KID1NEU = 9 (Unknown),,,
7aa7,179,KID1AGO,3,F,A3,Child 1 - Age of onset,Num,3,985,987,15,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7aa4 KID1NEU = 8 (N/A),Blank if Question 7aa4 KID1NEU = 9 (Unknown),,,
7ab1,180,KID2MOB,3,F,A3,Child 2 - Birth month,Num,2,989,990,1,12,99,.,.,.,.,.,99,99,.,.,.,.,.,.,.,.,.,.,Unknown,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
7ab2,181,KID2YOB,3,F,A3,Child 2 - Birth year,Num,4,992,995,1875,2014,9999,.,.,.,.,.,99,9999,.,.,.,.,.,.,.,.,.,.,Unknown,Year Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
7ab3,182,KID2AGD,3,F,A3,Child 2 - Age at death,Num,3,997,999,15,110,888,999,.,.,.,.,.,888,999,.,.,.,.,.,.,.,.,.,,N/A,Unknown,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
7ab4,183,KID2NEU,3,F,A3,Child 2 - Neurological problem,Num,1,1001,1001,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,"If Question 7ab4 KID2NEU = 8 (N/A), then skip the remaining questions in the row","If Question 7ab4 KID2NEU = 9 (Unknown), then skip the remaining questions in the row"
7ab5,184,KID2PDX,3,F,A3,Child 2 - Primary diagnosis,Num,3,1003,1005,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7ab4 KID2NEU = 8 (N/A),Blank if Question 7ab4 KID2NEU = 9 (Unknown),,,
7ab6,185,KID2MOE,3,F,A3,Child 2 - Method of evaluation,Num,1,1007,1007,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7ab4 KID2NEU = 8 (N/A),Blank if Question 7ab4 KID2NEU = 9 (Unknown),,,
7ab7,186,KID2AGO,3,F,A3,Child 2 - Age of onset,Num,3,1009,1011,15,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7ab4 KID2NEU = 8 (N/A),Blank if Question 7ab4 KID2NEU = 9 (Unknown),,,
7ac1,187,KID3MOB,3,F,A3,Child 3 - Birth month,Num,2,1013,1014,1,12,99,.,.,.,.,.,99,99,.,.,.,.,.,.,.,.,.,.,Unknown,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
7ac2,188,KID3YOB,3,F,A3,Child 3 - Birth year,Num,4,1016,1019,1875,2014,9999,.,.,.,.,.,99,9999,.,.,.,.,.,.,.,.,.,.,Unknown,Year Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
7ac3,189,KID3AGD,3,F,A3,Child 3 - Age at death,Num,3,1021,1023,15,110,888,999,.,.,.,.,.,888,999,.,.,.,.,.,.,.,.,.,,N/A,Unknown,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
7ac4,190,KID3NEU,3,F,A3,Child 3 - Neurological problem,Num,1,1025,1025,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,"If Question 7ac4 KID3NEU = 8 (N/A), then skip the remaining questions in the row","If Question 7ac4 KID3NEU = 9 (Unknown), then skip the remaining questions in the row"
7ac5,191,KID3PDX,3,F,A3,Child 3 - Primary diagnosis,Num,3,1027,1029,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7ac4 KID3NEU = 8 (N/A),Blank if Question 7ac4 KID3NEU = 9 (Unknown),,,
7ac6,192,KID3MOE,3,F,A3,Child 3 - Method of evaluation,Num,1,1031,1031,1,7,.,.,.,.,.,.,1,2,3,4,5,6,7,.,.,.,.,.,Autopsy,Examination,Medical record review from formal dementia evaluation,Review of general medical records AND co-participant and/or subject telephone interview,Review of general medical records only,Subject and/or co-participant telephone interview,Family report,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7ac4 KID3NEU = 8 (N/A),Blank if Question 7ac4 KID3NEU = 9 (Unknown),,,
7ac7,193,KID3AGO,3,F,A3,Child 3 - Age of onset,Num,3,1033,1035,15,110,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7ac4 KID3NEU = 8 (N/A),Blank if Question 7ac4 KID3NEU = 9 (Unknown),,,
7ad1,194,KID4MOB,3,F,A3,Child 4 - Birth month,Num,2,1037,1038,1,12,99,.,.,.,.,.,99,99,.,.,.,.,.,.,.,.,.,.,Unknown,Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
7ad2,195,KID4YOB,3,F,A3,Child 4 - Birth year,Num,4,1040,1043,1875,2014,9999,.,.,.,.,.,99,9999,.,.,.,.,.,.,.,.,.,.,Unknown,Year Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
7ad3,196,KID4AGD,3,F,A3,Child 4 - Age at death,Num,3,1045,1047,15,110,888,999,.,.,.,.,.,888,999,.,.,.,.,.,.,.,.,.,,N/A,Unknown,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,,
7ad4,197,KID4NEU,3,F,A3,Child 4 - Neurological problem,Num,1,1049,1049,1,5,8,9,.,.,.,.,1,2,3,4,5,8,9,.,.,.,.,.,Cognitive impairment/behavior change,Parkinsonism,ALS,Other neurologic condition such as multiple sclerosis or stroke,"Psychiatric condition such as schizophrenia, bipolar disorder, or alcoholism","N/A, no neurological problem or psychiatric condition",Unknown,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),,,,"If Question 7ad4 KID4NEU = 8 (N/A), then skip the remaining questions in the row","If Question 7ad4 KID4NEU = 9 (Unknown), then skip the remaining questions in the row"
7ad5,198,KID4PDX,3,F,A3,Child 4 - Primary diagnosis,Num,3,1051,1053,40,490,999,.,.,.,.,.,.,999,.,.,.,.,.,.,.,.,.,.,,Specific Diagnosis Unknown,,,,,,,,,,,Blank if Question 7 KIDS = 0 (No),Blank if Question 7a NWINFKID = 0 (No),Blank if Question 7ad4 KID4NEU = 8 (N/A),Blank if Question 7ad4 KID4NEU = 9 (Unknown),,,
